point_id,Morphology,Size,Class,Type,Detail,Type2,Group,Year,Month,Day,Date,Event
10,Irregular,0.759,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
11,Cluster,2.68,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
12,Cluster,3.21,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
13,Irregular,0.795,1,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
14,Irregular,1.81,2,Mineral,,Mineral,SE,2021,6,5,2021-06-05,Event
15,Irregular,4.41,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
16,Irregular,5.22,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
17,Cluster,1.15,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
18,Chainlike,2.67,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
19,Irregular,1.85,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
20,Chainlike,4.7,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
21,Cluster,1.9,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
22,Irregular,0.763,1,Transition metal,,Transition metal,SE,2021,6,5,2021-06-05,Event
23,Irregular,1.71,2,Mineral,,Mineral,SE,2021,6,5,2021-06-05,Event
24,Irregular,0.942,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
25,Spherical,0.678,1,Fly ash,,Others,SE,2021,6,5,2021-06-05,Event
26,Cluster,2.65,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
27,Irregular,1.68,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
28,Irregular,0.945,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
29,Irregular,2.39,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
30,Irregular,1.35,2,Mineral,,Mineral,SE,2021,6,5,2021-06-05,Event
31,Spherical,0.642,1,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
32,Spherical,0.389,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
33,Irregular,0.999,1,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
34,Cluster,1.37,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
35,Cluster,2.51,3,Mineral,,Mineral,SE,2021,6,5,2021-06-05,Event
36,Irregular,1.29,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
37,Spherical,0.548,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
38,Irregular,1.03,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
39,Cluster,2.03,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
40,Spherical,0.67,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
41,Cluster,1.3,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
42,Irregular,2.12,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
43,Cluster,3.3,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
44,Spherical,0.583,1,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
45,Spherical,0.639,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
46,Cluster,1.04,2,S-rich,,Others,SE,2021,6,5,2021-06-05,Event
47,Irregular,1.12,2,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
48,Cluster,1.68,2,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
49,Irregular,4.13,3,N-rich,,N-rich,SE,2021,6,5,2021-06-05,Event
50,Spherical,0.696,1,Fe-rich,,Fe-rich,SE,2021,6,5,2021-06-05,Event
1,Cluster,4.66,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
2,Cluster,3.54,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
3,Cluster,2.52,3,Transition metal,,Transition metal,SE,2021,6,16,2021-06-16,Non-event
4,Cluster,1.18,2,Fe-rich,,Fe-rich,SE,2021,6,16,2021-06-16,Non-event
5,Cluster,1.27,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
6,Chainlike,3.38,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
7,Cluster,1.84,2,Fe-rich,,Fe-rich,SE,2021,6,16,2021-06-16,Non-event
8,Cluster,4.42,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
9,Cluster,0.86,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
10,Irregular,1.34,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
11,Irregular,0.433,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
12,Cluster,1.18,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
13,Irregular,1.19,2,Transition metal,,Transition metal,SE,2021,6,16,2021-06-16,Non-event
14,Irregular,0.807,1,Fe-rich,,Fe-rich,SE,2021,6,16,2021-06-16,Non-event
15,Chainlike,0.978,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
16,Irregular,0.96,1,Transition metal,,Transition metal,SE,2021,6,16,2021-06-16,Non-event
17,Irregular,1.14,2,Fe-rich,,Fe-rich,SE,2021,6,16,2021-06-16,Non-event
18,Cluster,2.12,2,Mineral,,Mineral,SE,2021,6,16,2021-06-16,Non-event
19,Cluster,1.16,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
20,Cluster,1.32,2,Carbonaceous,N-rich,Carbonaceous,SE,2021,6,16,2021-06-16,Non-event
21,Cluster,1.41,2,Fe-rich,,Fe-rich,SE,2021,6,16,2021-06-16,Non-event
22,Irregular,1.83,2,Mineral,,Mineral,SE,2021,6,16,2021-06-16,Non-event
23,Spherical,0.473,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
24,Cluster,1.02,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
25,Cluster,1.33,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
26,Irregular,1.18,2,Mineral,,Mineral,SE,2021,6,16,2021-06-16,Non-event
27,Irregular,1.51,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
28,Cluster,2.92,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
29,Cluster,1.53,2,Calcium Sulfate,,Others,SE,2021,6,16,2021-06-16,Non-event
30,Irregular,0.725,1,Mineral,,Mineral,SE,2021,6,16,2021-06-16,Non-event
31,Irregular,1.16,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
32,Irregular,0.969,1,S-rich,,Others,SE,2021,6,16,2021-06-16,Non-event
33,Irregular,1.1,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
34,Irregular,1.04,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
35,Chainlike,1.83,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
36,Irregular,3.33,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
37,Chainlike,5.23,3,Carbonaceous,N-rich,Carbonaceous,SE,2021,6,16,2021-06-16,Non-event
38,Cluster,1.47,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
39,Irregular,1.75,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
40,Cluster,1.55,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
41,Irregular,0.469,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
42,Irregular,0.523,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
43,Chainlike,0.926,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
44,Irregular,0.433,1,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
45,Cluster,1.13,2,Transition metal,,Transition metal,SE,2021,6,16,2021-06-16,Non-event
46,Chainlike,1.05,2,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
47,Spherical,0.44,1,Fly ash,,Others,SE,2021,6,16,2021-06-16,Non-event
48,Irregular,2.04,2,Ca-rich,,Others,SE,2021,6,16,2021-06-16,Non-event
49,Cluster,3.11,3,N-rich,,N-rich,SE,2021,6,16,2021-06-16,Non-event
50,Cluster,0.709,1,Ca-rich,,Others,SE,2021,6,16,2021-06-16,Non-event
1,Cluster,1.4,2,Fe-rich,spherical cluster,Fe-rich,SE,2021,6,20,2021-06-20,Event
2,Irregular,1.58,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
3,Cluster,0.69,1,Transition metal,Pb-S,Transition metal,SE,2021,6,20,2021-06-20,Event
4,Spherical,0.54,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
5,Cluster,1.5,2,N-rich,spherical cluster,N-rich,SE,2021,6,20,2021-06-20,Event
6,Irregular,1.67,2,Calcium Sulfate,,Others,SE,2021,6,20,2021-06-20,Event
7,Irregular,1.14,2,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
8,Irregular,0.889,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
9,Irregular,0.911,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
10,Spherical,1.06,2,Mineral,Al-Si,Mineral,SE,2021,6,20,2021-06-20,Event
11,Cluster,1.46,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
12,Irregular,1.51,2,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
13,Cluster,1.35,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
14,Spherical,0.498,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
15,Cluster,1.79,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
16,Irregular,1.54,2,Carbonaceous,spherical cluster,Carbonaceous,SE,2021,6,20,2021-06-20,Event
17,Irregular,0.611,1,Transition metal,Cr-Ni,Transition metal,SE,2021,6,20,2021-06-20,Event
18,Irregular,1.05,2,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
19,Spherical,1.19,2,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
20,Spherical,0.418,1,Fly ash,,Others,SE,2021,6,20,2021-06-20,Event
21,Spherical,0.751,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
22,Irregular,1.62,2,Mineral,Ti,Mineral,SE,2021,6,20,2021-06-20,Event
23,Spherical,0.855,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
24,Irregular,1.37,2,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
25,Cluster,1.3,2,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
26,Cluster,0.968,1,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
27,Spherical,0.565,1,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
28,Irregular,1.54,2,Zn-N,??,Others,SE,2021,6,20,2021-06-20,Event
29,Irregular,2.92,3,Mineral,Ti,Mineral,SE,2021,6,20,2021-06-20,Event
30,Spherical,0.804,1,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
31,Irregular,0.781,1,Mineral,BaSO4,Mineral,SE,2021,6,20,2021-06-20,Event
32,Cluster,1.52,2,Carbonaceous,,Carbonaceous,SE,2021,6,20,2021-06-20,Event
33,Spherical,0.614,1,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
34,Irregular,1.86,2,Mineral,BaSO4,Mineral,SE,2021,6,20,2021-06-20,Event
35,Cluster,1.39,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
36,Cluster,1.27,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
37,Irregular,2.46,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
38,Irregular,1.38,2,N-rich,Zn,N-rich,SE,2021,6,20,2021-06-20,Event
39,Cluster,2.12,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
40,Spherical,1.91,2,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
41,Irregular,3.67,3,Mineral,Ti,Mineral,SE,2021,6,20,2021-06-20,Event
42,Cluster,2.35,2,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
43,Cluster,3.29,3,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
44,Cluster,2.49,2,Calcium Sulfate,,Others,SE,2021,6,20,2021-06-20,Event
45,Cluster,1.75,2,Fe-rich,spherical cluster,Fe-rich,SE,2021,6,20,2021-06-20,Event
46,Irregular,0.914,1,Mineral,,Mineral,SE,2021,6,20,2021-06-20,Event
47,Cluster,1.8,2,Carbonaceous,,Carbonaceous,SE,2021,6,20,2021-06-20,Event
48,Cluster,2.47,2,Carbonaceous,,Carbonaceous,SE,2021,6,20,2021-06-20,Event
49,Irregular,1.2,2,Fe-rich,,Fe-rich,SE,2021,6,20,2021-06-20,Event
50,Irregular,0.449,1,N-rich,,N-rich,SE,2021,6,20,2021-06-20,Event
1,Cluster,1.09,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
2,Irregular,0.742,1,Transition metal,PbS,Transition metal,SE,2021,6,14,2021-06-14,Event
3,Irregular,1.58,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
4,Irregular,1.04,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
5,Spherical,0.559,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
6,Irregular,0.831,1,Calcium Sulfate,,Others,SE,2021,6,14,2021-06-14,Event
7,Cluster,3.1,3,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
8,Spherical,0.794,1,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
9,Spherical,0.645,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
10,Irregular,2.28,2,NaCl,,Others,SE,2021,6,14,2021-06-14,Event
11,Irregular,3.86,3,Transition metal,Cr-Sb,Transition metal,SE,2021,6,14,2021-06-14,Event
12,Cluster,1.24,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
13,Cluster,2.68,3,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
14,Cluster,1.98,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
15,Irregular,1.6,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
16,Cluster,2.57,3,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
17,Irregular,0.73,1,Transition metal,PbS,Transition metal,SE,2021,6,14,2021-06-14,Event
18,Spherical,0.728,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
19,Irregular,1.57,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
20,Cluster,0.621,1,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
21,Irregular,1.3,2,Fly ash,,Others,SE,2021,6,14,2021-06-14,Event
22,Irregular,2.63,3,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
23,Irregular,1.12,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
24,Cluster,1.93,2,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
25,Cluster,1.99,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
26,Irregular,0.908,1,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
27,Spherical,0.762,1,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
28,Cluster,1.01,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
29,Irregular,2.08,2,Calcium Sulfate,,Others,SE,2021,6,14,2021-06-14,Event
30,Irregular,0.879,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
31,Irregular,2.14,2,Calcium Sulfate,,Others,SE,2021,6,14,2021-06-14,Event
32,Cluster,1.42,2,Mineral,,Mineral,SE,2021,6,14,2021-06-14,Event
33,Cluster,2.9,3,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
34,Cluster,1.01,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
35,Irregular,2.1,2,Calcium Sulfate,,Others,SE,2021,6,14,2021-06-14,Event
36,Chainlike,1.95,2,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
37,Cluster,1.87,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
38,Cluster,2.04,2,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
39,Irregular,1.1,2,Transition metal,PbS,Transition metal,SE,2021,6,14,2021-06-14,Event
40,Cluster,1.93,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
41,Chainlike,3.38,3,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
42,Irregular,1.39,2,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
43,Irregular,1.72,2,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
44,Irregular,1.51,2,Mineral,Ti,Mineral,SE,2021,6,14,2021-06-14,Event
45,Irregular,0.726,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
46,Cluster,1.28,2,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
47,Irregular,0.853,1,N-rich,,N-rich,SE,2021,6,14,2021-06-14,Event
48,Cluster,2.55,3,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
49,Cluster,0.723,1,Fe-rich,,Fe-rich,SE,2021,6,14,2021-06-14,Event
50,Cluster,1.12,2,Carbonaceous,,Carbonaceous,SE,2021,6,14,2021-06-14,Event
1,Cluster,0.757,1,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
2,Irregular,0.687,1,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
3,Irregular,1.05,2,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
4,Irregular,0.594,1,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
5,Cluster,2.52,3,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
6,Irregular,1.06,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
7,Cluster,1.6,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
8,Cluster,1.21,2,N-rich,spherical cluster,N-rich,SE,2021,6,24,2021-06-24,Event
9,Cluster,2.03,2,Carbonaceous,spherical cluster,Carbonaceous,SE,2021,6,24,2021-06-24,Event
10,Irregular,1.51,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
11,Cluster,2.47,2,N-rich,`,N-rich,SE,2021,6,24,2021-06-24,Event
12,Cluster,1.67,2,Carbonaceous,S-containing,Carbonaceous,SE,2021,6,24,2021-06-24,Event
13,Irregular,0.751,1,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
14,Cluster,0.684,1,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
15,Irregular,1.13,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
16,Irregular,1.06,2,Transition metal,PbS,Transition metal,SE,2021,6,24,2021-06-24,Event
17,Irregular,0.575,1,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
18,Cluster,1.05,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
19,Spherical,0.574,1,Transition metal,Cr,Transition metal,SE,2021,6,24,2021-06-24,Event
20,Irregular,1.08,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
21,Irregular,0.626,1,Transition metal,PbS,Transition metal,SE,2021,6,24,2021-06-24,Event
22,Irregular,1.5,2,Mineral,,Mineral,SE,2021,6,24,2021-06-24,Event
23,Cluster,1.95,2,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
24,Irregular,1.04,2,Mineral,Ti,Mineral,SE,2021,6,24,2021-06-24,Event
25,Spherical,1.17,2,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
26,Cluster,2.05,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
27,Cluster,2.14,2,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
28,Irregular,0.648,1,Transition metal,PbS,Transition metal,SE,2021,6,24,2021-06-24,Event
29,Cluster,2.74,3,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
30,Irregular,0.981,1,Mineral,BaSO4,Mineral,SE,2021,6,24,2021-06-24,Event
31,Irregular,1.17,2,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
32,Irregular,0.488,1,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
33,Cluster,2.56,3,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
34,Cluster,4.01,3,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
35,Irregular,0.851,1,Transition metal,PbS,Transition metal,SE,2021,6,24,2021-06-24,Event
36,Cluster,0.758,1,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
37,Cluster,1.43,2,S-rich,,Others,SE,2021,6,24,2021-06-24,Event
38,Cluster,2.06,2,Carbonaceous,S-containing,Carbonaceous,SE,2021,6,24,2021-06-24,Event
39,Cluster,1.74,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
40,Irregular,0.971,1,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
41,Irregular,2.2,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
42,Irregular,1.22,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
43,Spherical,0.974,1,Mineral,,Mineral,SE,2021,6,24,2021-06-24,Event
44,Irregular,1.55,2,N-rich,,N-rich,SE,2021,6,24,2021-06-24,Event
45,Irregular,1.19,2,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
46,Irregular,1.04,2,Mineral,BaSO4,Mineral,SE,2021,6,24,2021-06-24,Event
47,Cluster,2.82,3,Carbonaceous,,Carbonaceous,SE,2021,6,24,2021-06-24,Event
48,Cluster,2.41,2,N-rich,S-containing,N-rich,SE,2021,6,24,2021-06-24,Event
49,Spherical,0.665,1,Fe-rich,,Fe-rich,SE,2021,6,24,2021-06-24,Event
50,Irregular,1.59,2,Mineral,"BaSO4, Ti",Mineral,SE,2021,6,24,2021-06-24,Event
1,Irregular,0.908,1,Fe-rich,,Fe-rich,SE,2021,6,27,2021-06-27,Non-event
2,Spherical,2.17,2,Fe-rich,,Fe-rich,SE,2021,6,27,2021-06-27,Non-event
3,Irregular,1.05,2,Fe-rich,,Fe-rich,SE,2021,6,27,2021-06-27,Non-event
4,Cluster,1.35,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
5,Irregular,1.5,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
6,Irregular,1.59,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
7,Cluster,1.38,2,Mineral,BaSO4,Mineral,SE,2021,6,27,2021-06-27,Non-event
8,Cluster,2.14,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
9,Cluster,2.71,3,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
10,Cluster,0.988,1,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
11,Irregular,1.3,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
12,Cluster,1.78,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
13,Irregular,1.63,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
14,Cluster,1.16,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
15,Cluster,2.37,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
16,Irregular,2.25,2,Fe-rich,,Fe-rich,SE,2021,6,27,2021-06-27,Non-event
17,Cluster,2.46,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
18,Irregular,0.372,1,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
19,Cluster,0.958,1,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
20,Cluster,0.733,1,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
21,Cluster,1.28,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
22,Cluster,1.66,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
23,Cluster,1.02,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
24,Cluster,1.94,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
25,Irregular,0.681,1,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
26,Cluster,2.82,3,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
27,Irregular,1.66,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
28,Cluster,2.85,3,Calcium Sulfate,,Others,SE,2021,6,27,2021-06-27,Non-event
29,Cluster,2.13,2,N-rich,S-containing,N-rich,SE,2021,6,27,2021-06-27,Non-event
30,Irregular,2.1,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
