point_id,Morphology,Size,Class,Type,Detail,Type2,Group,Year,Month,Day,Date,Event
31,Cluster,0.99,1,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
32,Irregular,0.709,1,Transition metal,PbS,Transition metal,SE,2021,6,27,2021-06-27,Non-event
33,Irregular,1.13,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
34,Cluster,0.668,1,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
35,Irregular,0.811,1,Mineral,"BaSO4, Ti",Mineral,SE,2021,6,27,2021-06-27,Non-event
36,Irregular,1.56,2,N-rich,Major-N,N-rich,SE,2021,6,27,2021-06-27,Non-event
37,Cluster,1.24,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
38,Cluster,1.42,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
39,Chainlike,1.97,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
40,Cluster,1.57,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
41,Irregular,0.886,1,Mineral,BaSO4,Mineral,SE,2021,6,27,2021-06-27,Non-event
42,Irregular,2.33,2,N-rich,,N-rich,SE,2021,6,27,2021-06-27,Non-event
43,Irregular,1.72,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
44,Cluster,1.97,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
45,Irregular,1.48,2,Mineral,,Mineral,SE,2021,6,27,2021-06-27,Non-event
46,Spherical,0.368,1,Fe-rich,,Fe-rich,SE,2021,6,27,2021-06-27,Non-event
47,Cluster,3.17,3,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
48,Cluster,2.01,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
49,Cluster,1.06,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
50,Cluster,1.46,2,Carbonaceous,,Carbonaceous,SE,2021,6,27,2021-06-27,Non-event
1,Irregular,1.01,2,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
2,Cluster,1.94,2,Carbonaceous,N-rich,Carbonaceous,NT,2021,6,9,2021-06-09,Event
3,Irregular,0.953,1,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
4,Irregular,1.4,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
5,Irregular,1.36,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
6,Irregular,0.537,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
7,Spherical,0.406,1,Fe-rich,,Fe-rich,NT,2021,6,9,2021-06-09,Event
8,Cluster,0.685,1,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
9,Cluster,1.09,2,Carbonaceous,N-rich,Carbonaceous,NT,2021,6,9,2021-06-09,Event
10,Irregular,1.41,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
11,Irregular,0.699,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
12,Irregular,1.3,2,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
13,Irregular,1.16,2,Ca-rich,,Others,NT,2021,6,9,2021-06-09,Event
14,Irregular,1.03,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
15,Irregular,1.43,2,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
16,Irregular,1.61,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
17,Irregular,0.904,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
18,Irregular,1.07,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
19,Irregular,1.72,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
20,Irregular,1.63,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
21,Irregular,1.23,2,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
22,Irregular,0.747,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
23,Irregular,0.819,1,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
24,Cluster,1.9,2,Carbonaceous,N-rich,Carbonaceous,NT,2021,6,9,2021-06-09,Event
25,Irregular,0.519,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
26,Cluster,0.62,1,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
27,Irregular,0.475,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
28,Cluster,1.05,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
29,Irregular,1.21,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
30,Irregular,1.09,2,Fe-rich,,Fe-rich,NT,2021,6,9,2021-06-09,Event
31,Cluster,1.41,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
32,Irregular,2.22,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
33,Irregular,2.01,2,Fly ash,,Others,NT,2021,6,9,2021-06-09,Event
34,Cluster,1.08,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
35,Irregular,0.473,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
36,Irregular,1.18,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
37,Irregular,1.46,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
38,Irregular,1.64,2,S-rich,,Others,NT,2021,6,9,2021-06-09,Event
39,Spherical,0.827,1,Fe-rich,,Fe-rich,NT,2021,6,9,2021-06-09,Event
40,Irregular,0.437,1,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
41,Cluster,1.08,2,Fe-rich,,Fe-rich,NT,2021,6,9,2021-06-09,Event
42,Irregular,1.53,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
43,Irregular,0.998,1,Fe-rich,,Fe-rich,NT,2021,6,9,2021-06-09,Event
44,Irregular,1.43,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
45,Irregular,2.48,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
46,Irregular,0.967,1,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
47,Irregular,0.443,1,Fly ash,,Others,NT,2021,6,9,2021-06-09,Event
48,Irregular,2.01,2,Transition metal,,Transition metal,NT,2021,6,9,2021-06-09,Event
49,Cluster,1.08,2,N-rich,,N-rich,NT,2021,6,9,2021-06-09,Event
50,Irregular,1.77,2,Mineral,,Mineral,NT,2021,6,9,2021-06-09,Event
1,Irregular,0.847,1,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
2,Irregular,0.762,1,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
3,Cluster,0.838,1,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
4,Cluster,1.39,2,Carbonaceous,N-rich,Carbonaceous,NT,2021,6,4,2021-06-04,Non-event
5,Irregular,1.65,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
6,Irregular,1.65,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
7,Irregular,1.75,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
8,Irregular,1.13,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
9,Irregular,1.94,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
10,Irregular,0.547,1,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
11,Chainlike,3.21,3,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
12,Irregular,1.69,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
13,Chainlike,1.4,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
14,Cluster,1.29,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
15,Irregular,0.965,1,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
16,Irregular,1.51,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
17,Irregular,2.98,3,Carbonaceous,N-rich,Carbonaceous,NT,2021,6,4,2021-06-04,Non-event
18,Irregular,1.35,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
19,Irregular,2.48,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
20,Irregular,1.11,2,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
21,Irregular,1.17,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
22,Irregular,1.28,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
23,Irregular,1.24,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
24,Irregular,0.609,1,Fe-rich,,Fe-rich,NT,2021,6,4,2021-06-04,Non-event
25,Irregular,1.17,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
26,Irregular,2.13,2,Carbonaceous,Mineral,Carbonaceous,NT,2021,6,4,2021-06-04,Non-event
27,Irregular,1.61,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
28,Irregular,0.954,1,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
29,Irregular,2.21,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
30,Irregular,3.42,3,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
31,Irregular,0.978,1,Transition metal,,Transition metal,NT,2021,6,4,2021-06-04,Non-event
32,Irregular,1.52,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
33,Irregular,1.62,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
34,Cluster,1.21,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
35,Cluster,2.01,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
36,Chainlike,1.82,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
37,Irregular,1.7,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
38,Irregular,1.5,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
39,Irregular,0.502,1,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
40,Irregular,1.52,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
41,Irregular,1.83,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
42,Irregular,1.42,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
43,Irregular,1.82,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
44,Irregular,1.1,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
45,Irregular,1.8,2,Ca-rich,,Others,NT,2021,6,4,2021-06-04,Non-event
46,Cluster,1.54,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
47,Irregular,1.86,2,Mineral,,Mineral,NT,2021,6,4,2021-06-04,Non-event
48,Irregular,1.55,2,N-rich,,N-rich,NT,2021,6,4,2021-06-04,Non-event
49,Irregular,1.12,2,Fe-rich,,Fe-rich,NT,2021,6,4,2021-06-04,Non-event
50,Irregular,1.06,2,Carbonaceous,Fe-rich,Carbonaceous,NT,2021,6,4,2021-06-04,Non-event
1,Irregular,1.83,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
2,Spherical,0.717,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
3,Irregular,3.09,3,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
4,Irregular,1.44,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
5,Irregular,1.31,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
6,Irregular,1.6,2,Transition metal,"Cr, Ni, Mo",Transition metal,NT,2021,6,6,2021-06-06,Event
7,Irregular,1.95,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
8,Irregular,1.37,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
9,Spherical,0.959,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
10,Irregular,0.951,1,Transition metal,Cr,Transition metal,NT,2021,6,6,2021-06-06,Event
11,Cluster,1.59,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
12,Irregular,2.14,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
13,Irregular,3.35,3,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
14,Irregular,2.92,3,Calcium Sulfate,,Others,NT,2021,6,6,2021-06-06,Event
15,Irregular,1.22,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
16,Irregular,2.83,3,Mineral,Ti,Mineral,NT,2021,6,6,2021-06-06,Event
17,Irregular,2.38,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
18,Irregular,2.01,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
19,Spherical,0.482,1,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
20,Irregular,2.77,3,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
21,Cluster,1.41,2,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
22,Irregular,0.963,1,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
23,Irregular,1.24,2,Transition metal,PbS,Transition metal,NT,2021,6,6,2021-06-06,Event
24,Irregular,0.742,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
25,Irregular,0.469,1,Transition metal,PbS,Transition metal,NT,2021,6,6,2021-06-06,Event
26,Cluster,1.5,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
27,Cluster,2.9,3,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
28,Irregular,2.08,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
29,Cluster,3.56,3,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
30,Irregular,1.98,2,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
31,Irregular,0.992,1,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
32,Irregular,0.919,1,Mineral,,Mineral,NT,2021,6,6,2021-06-06,Event
33,Spherical,0.706,1,Mineral,Ti,Mineral,NT,2021,6,6,2021-06-06,Event
34,Irregular,1.89,2,Transition metal,PbS,Transition metal,NT,2021,6,6,2021-06-06,Event
35,Cluster,2.08,2,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
36,Irregular,2.38,2,Transition metal,"Cr, Ni, Mo",Transition metal,NT,2021,6,6,2021-06-06,Event
37,Cluster,,2,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
38,Cluster,1.02,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
39,Irregular,0.384,1,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
40,Spherical,0.366,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
41,Spherical,0.671,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
42,Irregular,1.38,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
43,Cluster,0.999,1,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
44,Cluster,2.02,2,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
45,Irregular,0.877,1,Fly ash,,Others,NT,2021,6,6,2021-06-06,Event
46,Cluster,1.07,2,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
47,Chainlike,3.1,3,Carbonaceous,,Carbonaceous,NT,2021,6,6,2021-06-06,Event
48,Irregular,1.3,2,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
49,Irregular,0.939,1,Fe-rich,,Fe-rich,NT,2021,6,6,2021-06-06,Event
50,Cluster,2.53,3,N-rich,,N-rich,NT,2021,6,6,2021-06-06,Event
1,Cluster,1.18,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
2,Cluster,2.01,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
3,Irregular,1.52,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
4,Irregular,3.02,3,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
5,Cluster,1.64,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
6,Irregular,2.11,2,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
7,Chainlike,2.11,2,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
8,Irregular,1.01,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
9,Cluster,1.82,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
10,Irregular,2.15,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
11,Cluster,2.32,2,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
12,Cluster,1.89,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
13,Cluster,2.1,2,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
14,Irregular,1.93,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
15,Irregular,2.29,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
16,Spherical,0.874,1,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
17,Irregular,1.42,2,Mineral,BaSO4,Mineral,NT,2021,6,8,2021-06-08,Event
18,Irregular,0.796,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
19,Cluster,3.66,3,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
20,Spherical,0.475,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
21,Cluster,2.06,2,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
22,Irregular,1.57,2,Transition metal,PbS,Transition metal,NT,2021,6,8,2021-06-08,Event
23,Irregular,1.09,2,Transition metal,PbS,Transition metal,NT,2021,6,8,2021-06-08,Event
24,Irregular,1.84,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
25,Irregular,0.951,1,Transition metal,PbS,Transition metal,NT,2021,6,8,2021-06-08,Event
26,Cluster,1.96,2,Transition metal,PbS,Transition metal,NT,2021,6,8,2021-06-08,Event
27,Cluster,4.75,3,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
28,Irregular,2.22,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
29,Irregular,1.5,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
30,Irregular,1.42,2,Mineral,BaSO4,Mineral,NT,2021,6,8,2021-06-08,Event
31,Cluster,2.61,3,Carbonaceous,,Carbonaceous,NT,2021,6,8,2021-06-08,Event
32,Cluster,2.08,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
33,Irregular,1.94,2,Calcium Sulfate,,Others,NT,2021,6,8,2021-06-08,Event
34,Irregular,2.19,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
35,Irregular,1.39,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
36,Cluster,1.05,2,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
37,Irregular,0.587,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
38,Chainlike,1.03,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
39,Irregular,1.23,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
40,Cluster,1.05,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
41,Cluster,0.927,1,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
42,Irregular,1.89,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
43,Irregular,0.728,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
44,Irregular,2.63,3,Cl-rich,,Others,NT,2021,6,8,2021-06-08,Event
45,Irregular,1.62,2,Mineral,,Mineral,NT,2021,6,8,2021-06-08,Event
46,Cluster,2.09,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
47,Irregular,0.992,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
48,Irregular,0.698,1,Transition metal,PbS,Transition metal,NT,2021,6,8,2021-06-08,Event
49,Spherical,0.726,1,Fe-rich,,Fe-rich,NT,2021,6,8,2021-06-08,Event
50,Irregular,1.35,2,N-rich,,N-rich,NT,2021,6,8,2021-06-08,Event
1,Irregular,2.18,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
2,Irregular,1.29,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
3,Cluster,1.09,2,Calcium Sulfate,,Others,NT,2021,6,1,2021-06-01,Non-event
4,Cluster,0.947,1,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
5,Irregular,1.23,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
6,Irregular,1.5,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
7,Cluster,1.83,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
8,Cluster,2.07,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
9,Irregular,1.56,2,Calcium Sulfate,,Others,NT,2021,6,1,2021-06-01,Non-event
10,Irregular,0.941,1,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
11,Irregular,1.91,2,Mineral,BaSO4,Mineral,NT,2021,6,1,2021-06-01,Non-event
12,Irregular,1.05,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
13,Irregular,0.966,1,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
14,Irregular,1.46,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
15,Cluster,2.1,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
16,Cluster,1.63,2,Carbonaceous,,Carbonaceous,NT,2021,6,1,2021-06-01,Non-event
17,Irregular,3.27,3,Carbonaceous,,Carbonaceous,NT,2021,6,1,2021-06-01,Non-event
18,Irregular,1.28,2,Fe-rich,,Fe-rich,NT,2021,6,1,2021-06-01,Non-event
19,Irregular,1.92,2,N-rich,@,N-rich,NT,2021,6,1,2021-06-01,Non-event
20,Irregular,1.84,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
21,Irregular,2.55,3,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
22,Irregular,0.967,1,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
23,Cluster,0.769,1,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
24,Irregular,2.23,2,Mineral,BaSO4,Mineral,NT,2021,6,1,2021-06-01,Non-event
25,Irregular,1.67,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
26,Irregular,1.48,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
27,Cluster,1.99,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
28,Irregular,1.65,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
29,Irregular,1.51,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
30,Cluster,1.45,2,Carbonaceous,,Carbonaceous,NT,2021,6,1,2021-06-01,Non-event
31,Irregular,1.36,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
32,Cluster,2.22,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
33,Irregular,2.63,3,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
34,Irregular,1.36,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
35,Irregular,2.19,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
36,Irregular,3.04,3,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
37,Cluster,1.94,2,Transition metal,Ru,Transition metal,NT,2021,6,1,2021-06-01,Non-event
38,Irregular,1.42,2,Transition metal,Cr,Transition metal,NT,2021,6,1,2021-06-01,Non-event
39,Irregular,0.701,1,Transition metal,Cr,Transition metal,NT,2021,6,1,2021-06-01,Non-event
40,Cluster,2.42,2,Carbonaceous,,Carbonaceous,NT,2021,6,1,2021-06-01,Non-event
41,Irregular,2.14,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
42,Spherical,0.549,1,Fly ash,,Others,NT,2021,6,1,2021-06-01,Non-event
43,Cluster,1.6,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
44,Cluster,1.02,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
45,Irregular,1.9,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
46,Irregular,1.29,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
47,Irregular,1.05,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
48,Irregular,1.68,2,Mineral,,Mineral,NT,2021,6,1,2021-06-01,Non-event
49,Cluster,2.2,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
50,Cluster,1.85,2,N-rich,,N-rich,NT,2021,6,1,2021-06-01,Non-event
